Category,Browser,Global Super Group description,Global Product Group description,Global Module Description,Exception Type,Global Category,External Code,Work Item Scope,Seq,Standard Code,Code Type,External Code Group,Processing Group Code,Processing Group Description,Processing Group Set Description,Country,Source of Exception,Best Received External Description,Translated Best Received External Description,Best Existing External Description,Translated Best Existing External Description,Department Code,Department Description,Supplier Code,Supplier Description,Number of Stores Selling,Impact,Price,Retailer SKU,etailer Item Code,Store Receipt Description,Predicted Barcode,URL,Received Date,Due Date,Current Assignment Description,Country Current Assignment Description,External Item/Predicted PG/CI,External Item/Predicted Product Class,Latest Image Received Date,Sent for RTC Prediction,Priority,Reserved By,Allocated To,Defer,Has Image,Project,External Item Global Category,External Item Global Module,Local Id,Allocated Date
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'025336800000,LOCAL,7,'00025336800000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,SMITHFIELD PORK PRODUCTS PK LN BNLS TOP LN CNTR RST,,SMITHFIELD PORK PRODUCTS PK LN BNLS TOP LN CNTR RST,,,,,CNT,2,11.98,2.995,,,,,,24-NOV-2022 16:49:21,,29844305 : N BRND LSTD FRSH AND FRZN MT  BNLSS   PRK CNTR CT TP LN RST N PCKG 1 PND ,29844305 : N BRND LSTD FRSH AND FRZN MT  BNLSS   PRK CNTR CT TP LN RST N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,POTATO MEALS - FRESH VARIABLE WEIGHT,POTATO - RECIPE - FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'029659900000,LOCAL,7,'00029659900000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE FS SWEET POTATO CASSEROLE,,GIANT EAGLE FS SWEET POTATO CASSEROLE,,,,,WGT,13,215.82,11.99,,,,,,24-NOV-2022 16:49:18,,557035196 : GNT EGL SPCLTY PTT SWT PTT CSSRL   N PCKG 1 CNT ,557035196 : GNT EGL SPCLTY PTT SWT PTT CSSRL   N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,EGGS/EGG PRODUCTS - FRESH VARIABLE WEIGHT,EGGS/EGG PRODUCTS - FRESH - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'027669400000,LOCAL,3,'00027669400000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,MARKET DISTRICT MD CL QUICHE 2PC SPIN TOMATO,,MARKET DISTRICT MD CL QUICHE 2PC SPIN TOMATO,,,,,WGT,1,6.99,6.99,,,,,,24-NOV-2022 16:49:18,,556888526 : GNT EGL MRKT DSTRCT SNGL CRS SPNCH AND TMT QCH    N PCKG 2 CNT ,556888526 : GNT EGL MRKT DSTRCT SNGL CRS SPNCH AND TMT QCH    N PCKG 2 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,BREAD - FRESH VARIABLE WEIGHT,BREAD FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'029602200000,LOCAL,6,'00029602200000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE FRIENDSGIVING BYOB,,GIANT EAGLE FRIENDSGIVING BYOB,,,,,WGT,2,59.98,29.99,,,,,,24-NOV-2022 16:49:21,,557192217 : GNT EGL SNDWCH BRGR   N PCKG 1 PND  ,557192217 : GNT EGL SNDWCH BRGR   N PCKG 1 PND  ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'028625100000,LOCAL,1,'00028625100000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,VERMONT FRMSTD FT HD HJ CHD-CD,,,,,,,WGT,1,9.2,20,,,,,,24-NOV-2022 16:49:21,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,BISCUITS & CONFECTIONERY & SNACKS,SUGAR/CANDY - VARIABLE WEIGHT,SUGAR/CANDY - SOFT - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'024504700000,LOCAL,12,'00024504700000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,MARKET DISTRICT HD MARSHMALLOW MILK STRIPE 3CT,,MARKET DISTRICT HD MARSHMALLOW MILK STRIPE 3CT,,,,,WGT,1,3.98,1.99,,,,,,24-NOV-2022 16:49:21,,557164063 : GNT EGL MRKT DSTRCT MRSHMLLW N PCKG 1 PND ,557164063 : GNT EGL MRKT DSTRCT MRSHMLLW N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,BISCUITS & CONFECTIONERY & SNACKS,SWEET BISCUITS ASSORTED - AMBIENT,BISCUITS - SWEET - AMBIENT VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'027969100000,LOCAL,12,'00027969100000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE S COOKIE PECAN TASSIE 9 CT.,,GIANT EAGLE S COOKIE PECAN TASSIE 9 CT.,,,,,WGT,3,40.41,4.49,,,,,,24-NOV-2022 16:49:19,,556896988 : GNT EGL CK PCN TSS      N PCKG 8 CNT ,556896988 : GNT EGL CK PCN TSS      N PCKG 8 CNT ,,,,FALSE,2,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020003200000,LOCAL,5,'00020003200000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE GE FRESH HEN 12/16,,GIANT EAGLE GE FRESH HEN 12/16,,,,,WGT,1,31.79,2.3902,,,,,,24-NOV-2022 16:49:20,,550465854 : GNT EGL FRSH AND FRZN MT   WHL  TRKY HN  N PCKG 16 PND ,550465854 : GNT EGL FRSH AND FRZN MT   WHL  TRKY HN  N PCKG 16 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'023230800000,LOCAL,8,'00023230800000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE BEEF CAB PRM BNLS CHK EYE STK,,GIANT EAGLE BEEF CAB PRM BNLS CHK EYE STK,,,,,CNT,2,31.39,9.2596,,,,,,24-NOV-2022 16:49:21,,556191544 : GNT EGL FRSH AND FRZN MT  BNLSS   ANGS BF RB N PCKG 1 PND ,556191544 : GNT EGL FRSH AND FRZN MT  BNLSS   ANGS BF RB N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,ZZ: CUTOVER TEMPORARY STANDARD/CONSOLIDATED ITEMS,CUTOVER TEMP STANDARD/CONSOLIDATED,US CUTOVER STANDARD,Changed,,'025209800000,LOCAL,2,'00025209800000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,INDEPENDENT PLU MEAT SSG SWEET,,INDEPENDENT PLU MEAT SSG SWEET,,,,,WGT,1,18.36,4.9891,,,,,,24-NOV-2022 16:49:21,,506269340 : N BRND LSTD MSCLLNS FRSH N PCKG 1 PND ,506269340 : N BRND LSTD MSCLLNS FRSH N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,BISCUITS & CONFECTIONERY & SNACKS,SNACKS - VARIABLE WEIGHT,SNACKS - POPCORN - READY TO EAT - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'024550100000,LOCAL,6,'00024550100000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,MARKET DISTRICT POPCORN CARAMEL CORN W PEANUTS,,MARKET DISTRICT POPCORN CARAMEL CORN W PEANUTS,,,,,WGT,1,8.15,7.9902,,,,,,24-NOV-2022 16:49:20,,554191521 : GNT EGL MRKT DSTRCT PPPD PPCRN CRML CRN   N PCKG 1 PND ,554191521 : GNT EGL MRKT DSTRCT PPPD PPCRN CRML CRN   N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,FRUIT/NUTS - FRESH FIXED WEIGHT,FRUIT - CITRUS - FRESH FIXED WEIGHT,Changed,FRUIT - FRESH,'003338311906,LOCAL,7,'00003338311906,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,FARMER'S MARKET PRODUCE LEMON 2 LB,,FARMER'S MARKET PRODUCE LEMON 2 LB,,,,,CNT,2,11.97,3.99,,,,,,24-NOV-2022 16:49:20,,559353994 : SNKST SNGL FRT    LMN BG 1 CNT      ,559353994 : SNKST SNGL FRT    LMN BG 1 CNT      ,,,,FALSE,2,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,SWEET PASTRY/DOUGH - FRESH VARIABLE WEIGHT,PIES/TARTS SWEET FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'028794300000,LOCAL,10,'00028794300000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,MARKET DISTRICT S PIE HALF PECAN,,MARKET DISTRICT S PIE HALF PECAN,,,,,WGT,1,9.49,9.49,,,,,,24-NOV-2022 16:49:22,,555489617 : GNT EGL MRKT DSTRCT P PCN  UNFLVRD FLLD  P TRY 1 CNT ,555489617 : GNT EGL MRKT DSTRCT P PCN  UNFLVRD FLLD  P TRY 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT COOKED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'028737400000,LOCAL,10,'00028737400000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE 8 PC ROASTED CHICKEN COLD,,GIANT EAGLE 8 PC ROASTED CHICKEN COLD,,,,,CNT,1,17.98,8.99,,,,,,24-NOV-2022 16:49:19,,556259011 : GNT EGL ENTR 8 PC RSTD CHCKN   N PCKG 1 PND ,556259011 : GNT EGL ENTR 8 PC RSTD CHCKN   N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,,,,New,,'000000009683,LOCAL,1,'00000000009683,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,PHOTO CRYSTAL ORNAMENT,,,,,,,CNT,1,32.99,32.99,,,,,,24-NOV-2022 16:49:19,,,,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,VEGETABLES/SALAD VEGETABLES - FRESH VARIABLE WEIGHT,VEGETABLES/SALAD VEGETABLES FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'024659700000,LOCAL,7,'00024659700000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE FS GREEN BEAN CASSEROLE,,GIANT EAGLE FS GREEN BEAN CASSEROLE,,,,,WGT,1,38.97,12.99,,,,,,24-NOV-2022 16:49:18,,557061808 : GNT EGL ENTR GRN BN MSHRM CSSRL   N PCKG 1 CNT ,557061808 : GNT EGL ENTR GRN BN MSHRM CSSRL   N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,FRUIT/NUTS - FRESH FIXED WEIGHT,FRUIT - CITRUS - FRESH FIXED WEIGHT,Changed,FRUIT - FRESH,'060504942867,LOCAL,7,'00060504942867,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE CLEMENTINE 3LB,,GIANT EAGLE CLEMENTINE 3LB,,,,,CNT,1,4.99,4.99,,,,,,24-NOV-2022 16:49:20,,559355499 : SNKST DLT SNGL FRT  CLFRN  SDLSS MNDRN BG 1 CNT      ,559355499 : SNKST DLT SNGL FRT  CLFRN  SDLSS MNDRN BG 1 CNT      ,,,,FALSE,2,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,FRUIT/NUTS - FRESH VARIABLE WEIGHT,FRUIT FRESH - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'088494004020,LOCAL,8,'00088494004020,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,APL GOLD DEL MED 125CT,,APL GOLD DEL MED 125CT,,,,,WGT,1,9.32,2.492,,,,,,24-NOV-2022 16:49:21,,559465839 : MLTPL VL SNGL FRT GLDN DLCS APPL EXTR FNCY  N PCKG 1 PND ,559465839 : MLTPL VL SNGL FRT GLDN DLCS APPL EXTR FNCY  N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020001200000,LOCAL,5,'00020001200000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,NATURES BASKET NAT BSKT FRESH HEN TURKEY,,NATURES BASKET NAT BSKT FRESH HEN TURKEY,,,,,WGT,2,174.92,3.49,,,,,,24-NOV-2022 16:49:22,,557049462 : NTR'S BSKT FRSH AND FRZN MT   WHL  HN TRKY  N PCKG 1 PND ,557049462 : NTR'S BSKT FRSH AND FRZN MT   WHL  HN TRKY  N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT COOKED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'024663800000,LOCAL,8,'00024663800000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE ROTISSERIE CHIX LEM-ROSE COLD,,GIANT EAGLE ROTISSERIE CHIX LEM-ROSE COLD,,,,,CNT,1,7.99,7.99,,,,,,24-NOV-2022 16:49:18,,556895024 : GNT EGL ENTR LMN RSMRY RTSSR CHCKN   N PCKG 1 CNT ,556895024 : GNT EGL ENTR LMN RSMRY RTSSR CHCKN   N PCKG 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020002900000,LOCAL,6,'00020002900000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,NATURES BASKET NAT BSKT TOM TURKEY,,NATURES BASKET NAT BSKT TOM TURKEY,,,,,WGT,4,183.1,2.9899,,,,,,24-NOV-2022 16:49:19,,552445743 : NTR'S BSKT FRSH AND FRZN MT   WHL  TRKY TM  N PCKG 1 PND ,552445743 : NTR'S BSKT FRSH AND FRZN MT   WHL  TRKY TM  N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'022200700000,LOCAL,8,'00022200700000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,MARKET DISTRICT PRIME BF RIB CAB DELMONICO RST,,MARKET DISTRICT PRIME BF RIB CAB DELMONICO RST,,,,,WGT,1,148.5,23.9903,,,,,,24-NOV-2022 16:49:20,,554730831 : GNT EGL MRKT DSTRCT FRSH AND FRZN MT  BNLSS SKNLSS   ANGS BF DLMNC RB RST ,554730831 : GNT EGL MRKT DSTRCT FRSH AND FRZN MT  BNLSS SKNLSS   ANGS BF DLMNC RB RST ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'021156200000,LOCAL,9,'00021156200000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,MARKET DISTRICT BEEF RND MD CAB TOP RND STK VP,,MARKET DISTRICT BEEF RND MD CAB TOP RND STK VP,,,,,CNT,1,3.99,3.99,,,,,,24-NOV-2022 16:49:21,,556251277 : GNT EGL MRKT DSTRCT FRSH AND FRZN MT     ANGS BF TP RND STK N PCKG 1 PND ,556251277 : GNT EGL MRKT DSTRCT FRSH AND FRZN MT     ANGS BF TP RND STK N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,SALADS - FRESH VARIABLE WEIGHT,SALADS PREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'024661900000,LOCAL,12,'00024661900000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,MARKET DISTRICT ITALIAN STYLE SHRIMP SALAD,,MARKET DISTRICT ITALIAN STYLE SHRIMP SALAD,,,,,WGT,1,14.16,12.9908,,,,,,24-NOV-2022 16:49:21,,557165748 : GNT EGL MRKT DSTRCT SFD SLD   ITLN STYL SHRMP N PCKG 1 PND ,557165748 : GNT EGL MRKT DSTRCT SFD SLD   ITLN STYL SHRMP N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,CHEESE - FRESH VARIABLE WEIGHT,CHEESE BLOCKS REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'021602000000,LOCAL,7,'00021602000000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,MARKET DISTRICT CHEESEBALL SPICY ASIAGO,,MARKET DISTRICT CHEESEBALL SPICY ASIAGO,,,,,WGT,2,21.61,14.0325,,,,,,24-NOV-2022 16:49:18,,552661993 : GNT EGL MRKT DSTRCT CHS BLL SPCY BLL N PCKG 1 PND ,552661993 : GNT EGL MRKT DSTRCT CHS BLL SPCY BLL N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,FRUIT/NUTS - FRESH VARIABLE WEIGHT,FRUIT FRESH - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'021532700000,LOCAL,5,'00021532700000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE PINEAPPLE & MIXED BERRIES,,GIANT EAGLE PINEAPPLE & MIXED BERRIES,,,,,WGT,1,7.58,5.4928,,,,,,24-NOV-2022 16:49:20,,552782859 : GNT EGL MXD FRT MLTPL FRM  MXD BRRY PNPPL CP 1 PND ,552782859 : GNT EGL MXD FRT MLTPL FRM  MXD BRRY PNPPL CP 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,XCLUDE - RESIDUALS,US LAC - LAC ONLY IN SCOPE,,Changed,,'023659700000,LOCAL,6,'00023659700000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE FS ROASTED BRUSSEL SPROUTS/BAC,,GIANT EAGLE FS ROASTED BRUSSEL SPROUTS/BAC,,,,,WGT,1,13.99,13.99,,,,,,24-NOV-2022 16:49:21,,PGI : US LAC - LAC ONLY IN SCOPE; PC:US LAC - LAC ONLY IN SCOPE,PGI : US LAC - LAC ONLY IN SCOPE; PC:US LAC - LAC ONLY IN SCOPE,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - AMBIENT,CAKES/GATEAUX - AMBIENT VARIABLE WEIGHT,CAKES/GATEAUX - AMBIENT - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'025786300000,LOCAL,10,'00025786300000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE TORTE CHOCOLATE DECADENCE,,GIANT EAGLE TORTE CHOCOLATE DECADENCE,,,,,CNT,1,23.99,23.99,,,,,,24-NOV-2022 16:49:22,,554104238 : GNT EGL TRT CHCLT DCDNC     TRY 1 CNT ,554104238 : GNT EGL TRT CHCLT DCDNC     TRY 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'024080700000,LOCAL,5,'00024080700000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,NATURES BASKET NATURES BASKET WHOLE LEG USA,,NATURES BASKET NATURES BASKET WHOLE LEG USA,,,,,WGT,1,8.18,2.1872,,,,,,24-NOV-2022 16:49:19,,30138762 : NTR'S BSKT FRSH AND FRZN MT  BN IN WHL  CHCKN LG N PCKG 1 PND ,30138762 : NTR'S BSKT FRSH AND FRZN MT  BN IN WHL  CHCKN LG N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,BREAD - FRESH VARIABLE WEIGHT,BREAD FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'025663600000,LOCAL,6,'00025663600000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE HOLIDAY DINNER ROLLS PREP FOOD,,GIANT EAGLE HOLIDAY DINNER ROLLS PREP FOOD,,,,,WGT,1,15.96,3.99,,,,,,24-NOV-2022 16:49:19,,556519991 : GNT EGL RLL     DNNR TRY 1 CNT ,556519991 : GNT EGL RLL     DNNR TRY 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,ZZ: CUTOVER TEMPORARY STANDARD/CONSOLIDATED ITEMS,CUTOVER TEMP STANDARD/CONSOLIDATED,US CUTOVER STANDARD,Changed,,'029607800000,LOCAL,4,'00029607800000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE MILE HIGH BRIE,,GIANT EAGLE MILE HIGH BRIE,,,,,WGT,1,11.39,11.9895,,,,,,24-NOV-2022 16:49:21,,506269326 : N BRND LSTD MSCLLNS DL N PCKG 1 PND ,506269326 : N BRND LSTD MSCLLNS DL N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - AMBIENT,CAKES/GATEAUX - AMBIENT VARIABLE WEIGHT,CAKES/GATEAUX - AMBIENT - VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'023987700000,LOCAL,9,'00023987700000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,MARKET DISTRICT PETITE CAKE NUTTY BERRY,,MARKET DISTRICT PETITE CAKE NUTTY BERRY,,,,,WGT,1,10.99,10.99,,,,,,24-NOV-2022 16:49:21,,553032651 : GNT EGL MRKT DSTRCT SNGL LYR CK NTTY BRRY    FLL TRY 1 CNT ,553032651 : GNT EGL MRKT DSTRCT SNGL LYR CK NTTY BRRY    FLL TRY 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,BISCUITS & CONFECTIONERY & SNACKS,SWEET BISCUITS ASSORTED - AMBIENT,BISCUITS - SWEET - AMBIENT VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'026969600000,LOCAL,6,'00026969600000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE COOKIE TRAY GE MEDIUM 42 CT,,GIANT EAGLE COOKIE TRAY GE MEDIUM 42 CT,,,,,WGT,2,27.98,13.99,,,,,,24-NOV-2022 16:49:22,,556837146 : GNT EGL CK       TRY 42 CNT ,556837146 : GNT EGL CK       TRY 42 CNT ,,,,FALSE,2,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,MEAT/POULTRY/GAME - FRESH VARIABLE WEIGHT,MEAT UNCOOKED UNPREPARED REFRIGERATED VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'020015100000,LOCAL,5,'00020015100000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,NATURES BASKET NAT BSKT FRSH BI TRKY BREAST,,NATURES BASKET NAT BSKT FRSH BI TRKY BREAST,,,,,WGT,7,220.21,5.9905,,,,,,24-NOV-2022 16:49:19,,30143872 : NTR'S BSKT FRSH AND FRZN MT  BN IN SKN ON   TRKY BRST N PCKG 1 PND ,30143872 : NTR'S BSKT FRSH AND FRZN MT  BN IN SKN ON   TRKY BRST N PCKG 1 PND ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,BREAD - FRESH VARIABLE WEIGHT,BREAD FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'025766100000,LOCAL,14,'00025766100000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE S ROLL BASKET OF ROLLS SPEC OR,,GIANT EAGLE S ROLL BASKET OF ROLLS SPEC OR,,,,,WGT,1,17.98,8.99,,,,,,24-NOV-2022 16:49:19,,556866170 : GNT EGL RLL     RLL BSKT 1 CNT ,556866170 : GNT EGL RLL     RLL BSKT 1 CNT ,,,,FALSE,1,,,,N,,,,,
Business As Usual,Cross Coding,FOOD - PERISHABLE,SWEET PASTRY/DOUGH - FRESH VARIABLE WEIGHT,PIES/TARTS SWEET FRESH VARIABLE WEIGHT,Changed,ZZ VARIABLE WEIGHT,'024977000000,LOCAL,9,'00024977000000,LAC,LAC,GNT,GNT GIANT EAGLE,US BIR,UNITED STATES OF AMERICA,SIRVAL,GIANT EAGLE DANISH RASPBERRY 2 CT.,,GIANT EAGLE DANISH RASPBERRY 2 CT.,,,,,CNT,1,3.99,3.99,,,,,,24-NOV-2022 16:49:21,,522713271 : N BRND LSTD PSTRY RSPBRRY   FLLD  DNSH TRY 2 CNT ,522713271 : N BRND LSTD PSTRY RSPBRRY   FLLD  DNSH TRY 2 CNT ,,,,FALSE,1,,,,N,,,,,
